presTime,rep_idx,first_press,correct,p_id
10.0,1.0,2113.5,0.0,14
10.0,2.0,1688.142857142857,0.14285714285714285,14
10.0,3.0,1756.7142857142858,0.7142857142857143,14
10.0,4.0,1517.2857142857142,1.0,14
200.0,1.0,2170.0,0.0,14
200.0,2.0,1743.857142857143,0.0,14
200.0,3.0,1607.0,0.42857142857142855,14
200.0,4.0,1387.857142857143,1.0,14
600.0,1.0,2273.6,0.0,14
600.0,2.0,1675.571428571429,0.0,14
600.0,3.0,1457.142857142857,1.0,14
600.0,4.0,1345.4285714285713,1.0,14
800.0,1.0,1842.5,0.0,14
800.0,2.0,1632.142857142857,0.0,14
800.0,3.0,1698.2857142857142,0.8571428571428571,14
800.0,4.0,1573.857142857143,1.0,14
10.0,1.0,1413.857142857143,0.8571428571428571,15
10.0,2.0,1593.857142857143,0.7142857142857143,15
10.0,3.0,1308.142857142857,0.8571428571428571,15
10.0,4.0,1887.8,0.7142857142857143,15
200.0,1.0,1437.333333333333,0.8571428571428571,15
200.0,2.0,1054.2857142857142,1.0,15
200.0,3.0,1112.142857142857,0.7142857142857143,15
200.0,4.0,1657.571428571429,0.8571428571428571,15
600.0,1.0,1672.857142857143,0.7142857142857143,15
600.0,2.0,1667.142857142857,0.7142857142857143,15
600.0,3.0,1626.166666666667,0.7142857142857143,15
600.0,4.0,1512.4,0.7142857142857143,15
800.0,1.0,2098.428571428572,0.8571428571428571,15
800.0,2.0,1290.0,0.7142857142857143,15
800.0,3.0,1931.833333333333,0.7142857142857143,15
800.0,4.0,1529.142857142857,0.7142857142857143,15
10.0,1.0,1258.0,0.7142857142857143,16
10.0,2.0,1040.7142857142858,1.0,16
10.0,3.0,972.0,1.0,16
10.0,4.0,969.1428571428572,1.0,16
200.0,1.0,1318.857142857143,0.8571428571428571,16
200.0,2.0,929.7142857142856,1.0,16
200.0,3.0,1091.5714285714287,1.0,16
200.0,4.0,1023.4285714285713,1.0,16
600.0,1.0,1335.7142857142858,1.0,16
600.0,2.0,1182.0,1.0,16
600.0,3.0,1172.857142857143,1.0,16
600.0,4.0,1402.571428571429,0.7142857142857143,16
800.0,1.0,1538.7142857142858,1.0,16
800.0,2.0,1200.142857142857,1.0,16
800.0,3.0,1454.7142857142858,1.0,16
800.0,4.0,1422.857142857143,1.0,16
10.0,1.0,866.7142857142858,0.8571428571428571,17
